MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
636092784,2024-01-01T00:00:00,36.86342,-75.87668,9.4,132.1,126.0,TUCAPEL,IMO9569970,A8VQ3,71,0,300,46,12.7,71,A
367596190,2024-01-01T00:00:06,28.75966,-95.67611,8.1,235.9,511.0,MISS SYDNEY,,WDH2300,31,0,21,8,2.5,31,A
367335830,2024-01-01T00:00:03,39.71715,-75.51750,0.0,62.7,291.0,MADELINE,,WDE3220,52,0,23,9,4.6,52,A
367121040,2024-01-01T00:00:03,41.54617,-82.72934,0.0,5.5,184.0,AMERICAN COURAGE,IMO7634226,WDD2879,70,0,194,21,0.0,70,A
367441870,2024-01-01T00:00:02,38.43081,-82.60238,0.0,224.2,164.0,GALVESTON BAY,IMO101225576,WDH3050,52,12,34,10,3.0,57,A
367402820,2024-01-01T00:00:04,29.69102,-91.09857,0.0,199.7,511.0,LESLIE,IMO1218576,WDE8208,31,0,12,16,3.3,31,A
367145380,2024-01-01T00:00:03,30.08079,-93.33392,0.0,360.0,38.0,MATTHEW JAMES,IMO1191229,WDD4491,31,0,213,16,3.0,57,A
367004080,2024-01-01T00:00:02,29.68042,-91.47041,0.9,334.7,297.0,WALTER,IMO5385613,WDF2436,52,12,22,10,3.3,52,A
367053940,2024-01-01T00:00:01,29.78872,-95.06550,0.0,233.9,301.0,CAPT BILLY J VERDIN,IMO9360056,WDC6278,52,0,24,10,3.2,57,A
368286050,2024-01-01T00:00:01,40.73608,-74.02712,0.0,360.0,511.0,NJSP 2802,,WDN4990,55,0,10,5,0.0,55,A
367469690,2024-01-01T00:00:07,29.78008,-92.18520,0.0,292.4,511.0,DOUG II,,WDM8765,60,10,19,5,0.0,60,A
367576110,2024-01-01T00:00:06,33.35082,-118.31478,0.1,342.4,511.0,SENTINEL,IMO8963741,WDG8305,60,0,27,7,2.3,60,A
367785950,2024-01-01T00:00:00,30.32582,-87.30803,0.6,99.2,186.0,ROBERT M WHITE,IMO1276349,WDJ5263,33,3,65,14,0.0,33,A
367437420,2024-01-01T00:00:05,31.12669,-91.62709,8.6,183.2,180.0,CAPTAIN EARL DEVALL,,WDF3224,31,12,21,8,2.7,57,A
368009780,2024-01-01T00:00:05,40.53930,-74.25420,0.0,307.2,163.0,SEELEY,IMO8987113,WDJ7752,52,0,24,9,3.3,52,A
367757690,2024-01-01T00:00:04,38.40361,-82.55635,0.0,360.0,511.0,ELGERCLIFF,,WBF5242,52,0,16,8,5.5,52,A
367371850,2024-01-01T00:00:02,40.67083,-74.04283,3.1,46.0,36.0,GEORGE HOLLAND,IMO9544243,WDE5807,31,5,32,10,4.2,31,A
368013040,2024-01-01T00:00:01,48.17728,-122.80258,9.6,110.0,109.0,TODD E PROPHET,IMO9840740,WDJ8094,31,0,162,24,6.2,31,A
367127110,2024-01-01T00:00:08,29.80278,-95.06532,3.8,111.7,511.0,CHERYL K,IMO100686919,WDD3191,31,0,15,6,2.5,31,A
369970832,2024-01-01T00:00:08,38.65769,-76.52829,0.0,345.1,511.0,NRL TEST 03,,,35,0,30,10,3.0,35,A
367685130,2024-01-01T00:00:06,29.76622,-95.09184,0.0,348.1,321.0,AMERICAN CENTURY,,WDI3115,52,12,24,12,2.9,57,A
316011603,2024-01-01T00:00:06,49.22213,-122.83936,0.0,360.0,511.0,QUADRANT PARTNER,IMO7406643,CFH8165,31,0,20,7,1.5,57,A
367514520,2024-01-01T00:00:07,27.86375,-97.16525,0.0,309.9,511.0,VICKI LYNN,,WDG2326,31,0,18,7,2.2,31,A
338255000,2024-01-01T00:00:04,27.95322,-82.44185,0.0,4.6,511.0,CROSBY SKIPPER,IMO9231353,WDK7787,52,0,47,15,6.1,52,A
316039402,2024-01-01T00:00:03,48.65205,-123.39496,0.0,178.3,182.0,PACIFIC CHALLENGER,,,40,9,10,4,0.0,40,A
338343000,2024-01-01T00:00:10,41.18652,-72.33319,6.9,243.7,244.0,GENESIS VISION,IMO8973916,WDG9349,31,11,136,20,4.9,57,A
636012629,2024-01-01T00:00:00,27.81085,-97.24973,11.4,269.0,269.0,ICE VICTORY,IMO9301744,A8GR2,80,0,229,32,7.5,80,A
368083560,2024-01-01T00:00:06,29.74011,-95.11400,6.1,252.1,247.0,TOM GREEN,,WDK7348,52,0,23,10,2.3,57,A
366999332,2024-01-01T00:00:07,29.57342,-89.80193,0.0,193.9,511.0,KENT,,AEKK,31,15,25,10,2.7,31,A
636020941,2024-01-01T00:00:04,18.87331,-64.04359,8.0,91.9,88.0,MIRADOR EXPRESS,IMO9243174,5LBM5,79,0,243,32,8.0,79,A
338617000,2024-01-01T00:00:03,27.59489,-82.95020,10.7,82.8,83.0,PENNSYLVANIA,IMO9486958,WAPZ,80,0,182,32,10.3,80,A
368278450,2024-01-01T00:00:00,40.98515,-70.62882,5.5,50.1,55.0,EARL W REDD,IMO9824899,WDN4160,31,0,37,10,5.6,31,A
369970480,2024-01-01T00:00:05,38.98405,-76.46750,0.0,289.4,339.0,YP-706,,NFED,99,0,36,8,3.0,99,A
368016260,2024-01-01T00:00:00,29.67458,-91.22903,0.0,360.0,511.0,CAPT. BUFORD BERRY,,WDJ8426,33,3,26,14,0.0,33,A
367110550,2024-01-01T00:00:00,42.24677,-70.96676,0.0,143.0,511.0,JAMES K GOODWIN,,WDJ7743,60,0,32,9,3.0,60,A
367306860,2024-01-01T00:00:03,30.39124,-81.62488,14.7,19.5,511.0,SEWELLS POINT,IMO7517856,WYJ6341,52,0,28,8,5.0,52,A
367765950,2024-01-01T00:00:02,38.08304,-90.20369,0.0,156.3,307.0,MABEL C ETHERIDGE,,WDJ3221,31,0,109,16,2.8,57,A
367311480,2024-01-01T00:00:02,30.08396,-90.91185,0.0,360.0,511.0,CRISTO SANTO,,WDD9440,52,0,20,8,3.4,52,A
368144320,2024-01-01T00:00:01,29.75482,-91.60046,4.4,326.1,318.0,MIKE MITCHELL,,WDL5774,31,12,24,9,3.1,31,A
366967710,2024-01-01T00:00:01,30.04918,-90.53700,0.0,106.0,5.0,TEXAS STAR,IMO0000311,WDK9920,52,0,20,9,2.9,52,A
368261890,2024-01-01T00:00:07,34.21487,-77.81431,0.0,357.4,511.0,TIME-LAPSE,IMO0000000,WDN2415,37,,11,4,,,B
367668570,2024-01-01T00:00:08,48.75516,-122.50379,0.0,360.0,511.0,VIKING LEADER,IMO0000000,WDH9486,30,,20,4,,,B
367653530,2024-01-01T00:00:08,29.51971,-94.88384,0.0,244.2,511.0,LILY C,,WDK2925,31,0,16,11,2.2,31,A
367700790,2024-01-01T00:00:06,47.60972,-122.20990,0.0,360.0,511.0,THE LIBRARY,IMO0000000,WDI4663,37,,15,4,,,B
338482000,2024-01-01T00:00:06,29.13700,-90.20220,0.0,355.9,342.0,HARVEY HERMES,IMO9787314,KHGP,90,0,85,18,5.5,90,A
368131890,2024-01-01T00:00:05,29.37246,-94.89284,0.0,20.0,88.0,AYDEN PHILIP,IMO1001281793,WDL4486,57,0,115,34,3.1,57,A
345090011,2024-01-01T00:00:04,39.22292,-74.14336,0.3,261.4,255.0,HOS BROWNING,IMO9587398,XCBK8,99,3,89,18,5.4,99,A
366972620,2024-01-01T00:00:03,21.31014,-157.86920,0.1,352.2,511.0,MIKIOI,IMO8987723,WDH9684,52,0,22,10,4.3,52,A
366983140,2024-01-01T00:00:03,29.93661,-90.33439,0.1,197.8,511.0,TEXAS,,WCZ9220,52,0,32,10,0.0,52,A
368218980,2024-01-01T00:00:01,44.82655,-87.37765,0.0,320.0,39.0,DAVID R. SCHANOCK,IMO7939638,WDM5761,31,12,23,8,3.0,31,A
367686010,2024-01-01T00:00:00,29.46019,-94.84749,5.7,337.2,335.0,MARY EMMA,IMO7400479,WDI3216,31,0,33,10,0.0,31,A
366953860,2024-01-01T00:00:06,31.40172,-91.48050,4.5,308.9,318.0,KENT W. FREEMAN,IMO0002951,WDK9288,31,12,414,43,2.9,57,A
316034963,2024-01-01T00:00:08,49.22145,-122.88847,0.0,212.1,42.0,SEA IMP XI,,CFFC,52,0,16,6,3.6,52,A
